Request id,Pickup point,Driver id,Status,Request timestamp,RT_Date,RT_Time,Request Period,Drop timestamp,DT_Date,DT_Time,Drop Period,Trip Duration
4288,City,251,Trip Completed,14-07-2016 06:35,14-07-2016,06:35:37,Morning,14-07-2016 07:14,14-07-2016,07:14:24,Morning,00:38:47
5145,City,251,Trip Completed,14-07-2016 20:19,14-07-2016,20:19:57,Evening,14-07-2016 21:24,14-07-2016,21:24:08,Night,01:04:11
5586,City,251,Trip Completed,15-07-2016 05:56,15-07-2016,05:56:46,Morning,15-07-2016 06:33,15-07-2016,06:33:06,Morning,00:36:20
6000,Airport,251,Trip Completed,15-07-2016 12:04,15-07-2016,12:04:14,Day,15-07-2016 12:35,15-07-2016,12:35:31,Day,00:31:17
6488,City,251,Trip Completed,15-07-2016 20:24,15-07-2016,20:24:57,Evening,15-07-2016 21:27,15-07-2016,21:27:20,Night,01:02:23
6757,Airport,251,Trip Completed,15-07-2016 23:59,15-07-2016,23:59:58,Night,16-07-2016 00:30,16-07-2016,00:30:17,Early Morning,00:30:19
183,City,252,Trip Completed,11-07-2016 05:49,11-07-2016,05:49:00,Morning,11-07-2016 06:29,11-07-2016,06:29:00,Morning,00:40:00
1210,Airport,252,Trip Completed,11-07-2016 21:24,11-07-2016,21:24:00,Night,11-07-2016 22:33,11-07-2016,22:33:00,Night,01:09:00
1382,City,252,Trip Completed,12-07-2016 01:03,12-07-2016,01:03:00,Early Morning,12-07-2016 01:38,12-07-2016,01:38:00,Early Morning,00:35:00
1899,City,252,Trip Completed,12-07-2016 10:26,12-07-2016,10:26:00,Day,12-07-2016 11:32,12-07-2016,11:32:00,Day,01:06:00
3369,City,252,Trip Completed,13-07-2016 13:55,13-07-2016,13:55:29,Day,13-07-2016 14:46,13-07-2016,14:46:54,Day,00:51:25
4498,City,252,Trip Completed,14-07-2016 09:08,14-07-2016,09:08:30,Morning,14-07-2016 09:56,14-07-2016,09:56:04,Morning,00:47:34
5947,Airport,252,Trip Completed,15-07-2016 10:33,15-07-2016,10:33:30,Day,15-07-2016 11:19,15-07-2016,11:19:40,Day,00:46:10
6141,Airport,252,Trip Completed,15-07-2016 15:53,15-07-2016,15:53:16,Day,15-07-2016 16:27,15-07-2016,16:27:26,Day,00:34:10
382,City,253,Trip Completed,11-07-2016 08:17,11-07-2016,08:17:00,Morning,11-07-2016 09:11,11-07-2016,09:11:00,Morning,00:54:00
2035,City,253,Trip Completed,12-07-2016 14:15,12-07-2016,14:15:00,Day,12-07-2016 15:06,12-07-2016,15:06:00,Day,00:51:00
2762,Airport,253,Trip Completed,13-07-2016 03:55,13-07-2016,03:55:54,Early Morning,13-07-2016 04:42,13-07-2016,04:42:24,Early Morning,00:46:30
2857,City,253,Trip Completed,13-07-2016 05:35,13-07-2016,05:35:41,Morning,13-07-2016 06:24,13-07-2016,06:24:51,Morning,00:49:10
3236,City,253,Trip Completed,13-07-2016 10:08,13-07-2016,10:08:03,Day,13-07-2016 11:13,13-07-2016,11:13:38,Day,01:05:35
5056,Airport,253,Trip Completed,14-07-2016 19:26,14-07-2016,19:26:06,Evening,14-07-2016 19:55,14-07-2016,19:55:39,Evening,00:29:33
6221,City,253,Trip Completed,15-07-2016 17:35,15-07-2016,17:35:58,Evening,15-07-2016 18:14,15-07-2016,18:14:48,Evening,00:38:50
329,Airport,254,Trip Completed,11-07-2016 07:42,11-07-2016,07:42:00,Morning,11-07-2016 08:49,11-07-2016,08:49:00,Morning,01:07:00
465,City,254,Trip Completed,11-07-2016 09:15,11-07-2016,09:15:00,Morning,11-07-2016 09:55,11-07-2016,09:55:00,Morning,00:40:00
650,City,254,Trip Completed,11-07-2016 12:42,11-07-2016,12:42:00,Day,11-07-2016 13:56,11-07-2016,13:56:00,Day,01:14:00
900,Airport,254,Trip Completed,11-07-2016 18:13,11-07-2016,18:13:00,Evening,11-07-2016 18:51,11-07-2016,18:51:00,Evening,00:38:00
1309,City,254,Trip Completed,11-07-2016 22:40,11-07-2016,22:40:00,Night,11-07-2016 23:15,11-07-2016,23:15:00,Night,00:35:00
2340,Airport,254,Trip Completed,12-07-2016 19:16,12-07-2016,19:16:00,Evening,12-07-2016 19:48,12-07-2016,19:48:00,Evening,00:32:00
4043,City,254,Trip Completed,14-07-2016 00:42,14-07-2016,00:42:59,Early Morning,14-07-2016 01:51,14-07-2016,01:51:34,Early Morning,01:08:35
4264,City,254,Trip Completed,14-07-2016 06:15,14-07-2016,06:15:08,Morning,14-07-2016 06:56,14-07-2016,06:56:01,Morning,00:40:53
4788,City,254,Trip Completed,14-07-2016 16:39,14-07-2016,16:39:13,Day,14-07-2016 17:11,14-07-2016,17:11:23,Evening,00:32:10
6046,City,254,Trip Completed,15-07-2016 13:20,15-07-2016,13:20:59,Day,15-07-2016 14:15,15-07-2016,14:15:15,Day,00:54:16
6182,City,254,Trip Completed,15-07-2016 17:06,15-07-2016,17:06:36,Evening,15-07-2016 18:24,15-07-2016,18:24:22,Evening,01:17:46
66,City,255,Trip Completed,11-07-2016 04:21,11-07-2016,04:21:00,Early Morning,11-07-2016 04:54,11-07-2016,04:54:00,Early Morning,00:33:00
688,Airport,255,Trip Completed,11-07-2016 13:41,11-07-2016,13:41:00,Day,11-07-2016 14:27,11-07-2016,14:27:00,Day,00:46:00
1924,City,255,Trip Completed,12-07-2016 11:02,12-07-2016,11:02:00,Day,12-07-2016 11:44,12-07-2016,11:44:00,Day,00:42:00
2463,City,255,Trip Completed,12-07-2016 20:33,12-07-2016,20:33:00,Evening,12-07-2016 21:35,12-07-2016,21:35:00,Night,01:02:00
3679,Airport,255,Trip Completed,13-07-2016 19:30,13-07-2016,19:30:32,Evening,13-07-2016 20:12,13-07-2016,20:12:19,Evening,00:41:47
4351,Airport,255,Trip Completed,14-07-2016 07:24,14-07-2016,07:24:48,Morning,14-07-2016 08:17,14-07-2016,08:17:53,Morning,00:53:05
4699,City,255,Trip Completed,14-07-2016 13:10,14-07-2016,13:10:12,Day,14-07-2016 14:15,14-07-2016,14:15:40,Day,01:05:28
5313,Airport,255,Trip Completed,14-07-2016 22:02,14-07-2016,22:02:14,Night,14-07-2016 22:44,14-07-2016,22:44:00,Night,00:41:46
100,City,256,Trip Completed,11-07-2016 05:00,11-07-2016,05:00:00,Morning,11-07-2016 05:47,11-07-2016,05:47:00,Morning,00:47:00
1129,Airport,256,Trip Completed,11-07-2016 20:27,11-07-2016,20:27:00,Evening,11-07-2016 21:35,11-07-2016,21:35:00,Night,01:08:00
2560,City,256,Trip Completed,12-07-2016 21:29,12-07-2016,21:29:00,Night,12-07-2016 22:10,12-07-2016,22:10:00,Night,00:41:00
2662,Airport,256,Trip Completed,12-07-2016 23:22,12-07-2016,23:22:00,Night,13-07-2016 00:12,13-07-2016,00:12:32,Early Morning,00:50:32
2959,Airport,256,Trip Completed,13-07-2016 06:40,13-07-2016,06:40:58,Morning,13-07-2016 07:37,13-07-2016,07:37:12,Morning,00:56:14
4747,City,256,Trip Completed,14-07-2016 15:10,14-07-2016,15:10:47,Day,14-07-2016 16:12,14-07-2016,16:12:19,Day,01:01:32
5481,City,256,Trip Completed,15-07-2016 04:48,15-07-2016,04:48:19,Early Morning,15-07-2016 05:31,15-07-2016,05:31:32,Morning,00:43:13
6089,City,256,Trip Completed,15-07-2016 14:36,15-07-2016,14:36:44,Day,15-07-2016 15:36,15-07-2016,15:36:20,Day,00:59:36
1310,City,257,Trip Completed,11-07-2016 22:45,11-07-2016,22:45:00,Night,11-07-2016 23:36,11-07-2016,23:36:00,Night,00:51:00
1497,City,257,Trip Completed,12-07-2016 05:34,12-07-2016,05:34:00,Morning,12-07-2016 06:45,12-07-2016,06:45:00,Morning,01:11:00
3154,City,257,Trip Completed,13-07-2016 09:06,13-07-2016,09:06:18,Morning,13-07-2016 10:18,13-07-2016,10:18:32,Day,01:12:14
3263,Airport,257,Trip Completed,13-07-2016 10:21,13-07-2016,10:21:25,Day,13-07-2016 11:35,13-07-2016,11:35:02,Day,01:13:37
4377,City,257,Trip Completed,14-07-2016 07:46,14-07-2016,07:46:59,Morning,14-07-2016 08:10,14-07-2016,08:10:56,Morning,00:23:57
6158,Airport,257,Trip Completed,15-07-2016 16:34,15-07-2016,16:34:16,Day,15-07-2016 17:50,15-07-2016,17:50:14,Evening,01:15:58
6471,Airport,257,Trip Completed,15-07-2016 20:17,15-07-2016,20:17:06,Evening,15-07-2016 21:31,15-07-2016,21:31:02,Night,01:13:56
6719,City,257,Trip Completed,15-07-2016 23:17,15-07-2016,23:17:35,Night,15-07-2016 23:49,15-07-2016,23:49:25,Night,00:31:50
663,Airport,258,Trip Completed,11-07-2016 12:58,11-07-2016,12:58:00,Day,11-07-2016 13:50,11-07-2016,13:50:00,Day,00:52:00
1059,Airport,258,Trip Completed,11-07-2016 19:49,11-07-2016,19:49:00,Evening,11-07-2016 21:03,11-07-2016,21:03:00,Night,01:14:00
1279,City,258,Trip Completed,11-07-2016 22:11,11-07-2016,22:11:00,Night,11-07-2016 22:36,11-07-2016,22:36:00,Night,00:25:00
2683,City,258,Trip Completed,12-07-2016 00:11,12-07-2016,00:11:00,Early Morning,12-07-2016 00:52,12-07-2016,00:52:00,Early Morning,00:41:00
1940,Airport,258,Trip Completed,12-07-2016 11:20,12-07-2016,11:20:00,Day,12-07-2016 12:37,12-07-2016,12:37:00,Day,01:17:00
3420,City,258,Trip Completed,13-07-2016 15:41,13-07-2016,15:41:05,Day,13-07-2016 16:19,13-07-2016,16:19:11,Day,00:38:06
3905,City,258,Trip Completed,13-07-2016 22:06,13-07-2016,22:06:13,Night,13-07-2016 22:48,13-07-2016,22:48:54,Night,00:42:41
4665,City,258,Trip Completed,14-07-2016 12:21,14-07-2016,12:21:00,Day,14-07-2016 13:13,14-07-2016,13:13:27,Day,00:52:27
5970,City,258,Trip Completed,15-07-2016 11:03,15-07-2016,11:03:10,Day,15-07-2016 12:00,15-07-2016,12:00:31,Day,00:57:21
6232,City,258,Trip Completed,15-07-2016 17:44,15-07-2016,17:44:41,Evening,15-07-2016 18:52,15-07-2016,18:52:00,Evening,01:07:19
694,City,259,Trip Completed,11-07-2016 13:46,11-07-2016,13:46:00,Day,11-07-2016 14:29,11-07-2016,14:29:00,Day,00:43:00
1515,City,259,Trip Completed,12-07-2016 05:45,12-07-2016,05:45:00,Morning,12-07-2016 06:20,12-07-2016,06:20:00,Morning,00:35:00
1581,Airport,259,Trip Completed,12-07-2016 06:27,12-07-2016,06:27:00,Morning,12-07-2016 07:27,12-07-2016,07:27:00,Morning,01:00:00
3006,City,259,Trip Completed,13-07-2016 07:14,13-07-2016,07:14:14,Morning,13-07-2016 08:29,13-07-2016,08:29:02,Morning,01:14:48
3271,Airport,259,Trip Completed,13-07-2016 10:28,13-07-2016,10:28:11,Day,13-07-2016 11:42,13-07-2016,11:42:50,Day,01:14:39
4879,Airport,259,Trip Completed,14-07-2016 17:49,14-07-2016,17:49:21,Evening,14-07-2016 18:35,14-07-2016,18:35:46,Evening,00:46:25
5276,City,259,Trip Completed,14-07-2016 21:35,14-07-2016,21:35:46,Night,14-07-2016 22:47,14-07-2016,22:47:26,Night,01:11:40
6658,Airport,259,Trip Completed,15-07-2016 22:15,15-07-2016,22:15:02,Night,15-07-2016 23:12,15-07-2016,23:12:18,Night,00:57:16
394,Airport,260,Trip Completed,11-07-2016 08:22,11-07-2016,08:22:00,Morning,11-07-2016 08:59,11-07-2016,08:59:00,Morning,00:37:00
1442,Airport,260,Trip Completed,12-07-2016 04:49,12-07-2016,04:49:00,Early Morning,12-07-2016 05:42,12-07-2016,05:42:00,Morning,00:53:00
3274,Airport,260,Trip Completed,13-07-2016 10:36,13-07-2016,10:36:59,Day,13-07-2016 11:35,13-07-2016,11:35:02,Day,00:58:03
5051,Airport,260,Trip Completed,14-07-2016 19:21,14-07-2016,19:21:59,Evening,14-07-2016 20:14,14-07-2016,20:14:02,Evening,00:52:03
5345,Airport,260,Trip Completed,14-07-2016 22:43,14-07-2016,22:43:48,Night,14-07-2016 23:40,14-07-2016,23:40:58,Night,00:57:10
6499,City,260,Trip Completed,15-07-2016 20:35,15-07-2016,20:35:13,Evening,15-07-2016 21:17,15-07-2016,21:17:15,Night,00:42:02
273,Airport,261,Trip Completed,11-07-2016 06:51,11-07-2016,06:51:00,Morning,11-07-2016 07:55,11-07-2016,07:55:00,Morning,01:04:00
794,City,261,Trip Completed,11-07-2016 17:04,11-07-2016,17:04:00,Evening,11-07-2016 17:52,11-07-2016,17:52:00,Evening,00:48:00
1044,City,261,Trip Completed,11-07-2016 19:35,11-07-2016,19:35:00,Evening,11-07-2016 20:18,11-07-2016,20:18:00,Evening,00:43:00
1629,Airport,261,Trip Completed,12-07-2016 07:04,12-07-2016,07:04:00,Morning,12-07-2016 07:55,12-07-2016,07:55:00,Morning,00:51:00
2050,Airport,261,Trip Completed,12-07-2016 14:50,12-07-2016,14:50:00,Day,12-07-2016 15:37,12-07-2016,15:37:00,Day,00:47:00
2209,City,261,Trip Completed,12-07-2016 17:55,12-07-2016,17:55:00,Evening,12-07-2016 18:40,12-07-2016,18:40:00,Evening,00:45:00
2953,City,261,Trip Completed,13-07-2016 06:39,13-07-2016,06:39:32,Morning,13-07-2016 07:55,13-07-2016,07:55:18,Morning,01:15:46
3508,City,261,Trip Completed,13-07-2016 17:41,13-07-2016,17:41:23,Evening,13-07-2016 18:46,13-07-2016,18:46:32,Evening,01:05:09
4674,City,261,Trip Completed,14-07-2016 12:37,14-07-2016,12:37:09,Day,14-07-2016 13:21,14-07-2016,13:21:51,Day,00:44:42
5786,City,261,Trip Completed,15-07-2016 08:30,15-07-2016,08:30:58,Morning,15-07-2016 09:32,15-07-2016,09:32:17,Morning,01:01:19
6017,Airport,261,Trip Completed,15-07-2016 12:38,15-07-2016,12:38:02,Day,15-07-2016 13:49,15-07-2016,13:49:54,Day,01:11:52
6613,City,261,Trip Completed,15-07-2016 21:46,15-07-2016,21:46:33,Night,15-07-2016 22:26,15-07-2016,22:26:15,Night,00:39:42
361,City,262,Trip Completed,11-07-2016 08:05,11-07-2016,08:05:00,Morning,11-07-2016 08:48,11-07-2016,08:48:00,Morning,00:43:00
1101,City,262,Trip Completed,11-07-2016 20:07,11-07-2016,20:07:00,Evening,11-07-2016 21:01,11-07-2016,21:01:00,Night,00:54:00
1272,Airport,262,Trip Completed,11-07-2016 22:00,11-07-2016,22:00:00,Night,11-07-2016 22:56,11-07-2016,22:56:00,Night,00:56:00
2106,City,262,Trip Completed,12-07-2016 16:14,12-07-2016,16:14:00,Day,12-07-2016 16:55,12-07-2016,16:55:00,Day,00:41:00
2584,Airport,262,Trip Completed,12-07-2016 21:43,12-07-2016,21:43:00,Night,12-07-2016 22:36,12-07-2016,22:36:00,Night,00:53:00
3305,City,262,Trip Completed,13-07-2016 11:53,13-07-2016,11:53:29,Day,13-07-2016 12:50,13-07-2016,12:50:46,Day,00:57:17
4733,City,262,Trip Completed,14-07-2016 14:26,14-07-2016,14:26:10,Day,14-07-2016 15:21,14-07-2016,15:21:15,Day,00:55:05
6124,Airport,262,Trip Completed,15-07-2016 15:30,15-07-2016,15:30:45,Day,15-07-2016 16:07,15-07-2016,16:07:30,Day,00:36:45
751,Airport,263,Trip Completed,11-07-2016 16:00,11-07-2016,16:00:00,Day,11-07-2016 16:33,11-07-2016,16:33:00,Day,00:33:00
992,City,263,Trip Completed,11-07-2016 19:00,11-07-2016,19:00:00,Evening,11-07-2016 20:12,11-07-2016,20:12:00,Evening,01:12:00
1247,Airport,263,Trip Completed,11-07-2016 21:51,11-07-2016,21:51:00,Night,11-07-2016 22:47,11-07-2016,22:47:00,Night,00:56:00
1465,City,263,Trip Completed,12-07-2016 04:59,12-07-2016,04:59:00,Early Morning,12-07-2016 06:17,12-07-2016,06:17:00,Morning,01:18:00
1686,City,263,Trip Completed,12-07-2016 07:49,12-07-2016,07:49:00,Morning,12-07-2016 09:02,12-07-2016,09:02:00,Morning,01:13:00
2642,City,263,Trip Completed,12-07-2016 22:33,12-07-2016,22:33:00,Night,12-07-2016 23:34,12-07-2016,23:34:00,Night,01:01:00
2907,Airport,263,Trip Completed,13-07-2016 06:05,13-07-2016,06:05:43,Morning,13-07-2016 07:11,13-07-2016,07:11:55,Morning,01:06:12
3408,City,263,Trip Completed,13-07-2016 15:27,13-07-2016,15:27:17,Day,13-07-2016 16:17,13-07-2016,16:17:36,Day,00:50:19
4488,City,263,Trip Completed,14-07-2016 08:59,14-07-2016,08:59:00,Morning,14-07-2016 09:34,14-07-2016,09:34:51,Morning,00:35:51
6470,City,263,Trip Completed,15-07-2016 20:17,15-07-2016,20:17:05,Evening,15-07-2016 21:16,15-07-2016,21:16:02,Night,00:58:57
5,Airport,264,Trip Completed,11-07-2016 00:36,11-07-2016,00:36:00,Early Morning,11-07-2016 01:35,11-07-2016,01:35:00,Early Morning,00:59:00
374,Airport,264,Trip Completed,11-07-2016 08:10,11-07-2016,08:10:00,Morning,11-07-2016 09:03,11-07-2016,09:03:00,Morning,00:53:00
721,City,264,Trip Completed,11-07-2016 14:56,11-07-2016,14:56:00,Day,11-07-2016 15:46,11-07-2016,15:46:00,Day,00:50:00
1130,City,264,Trip Completed,11-07-2016 20:27,11-07-2016,20:27:00,Evening,11-07-2016 21:42,11-07-2016,21:42:00,Night,01:15:00
2449,Airport,264,Trip Completed,12-07-2016 20:26,12-07-2016,20:26:00,Evening,12-07-2016 21:15,12-07-2016,21:15:00,Night,00:49:00
3755,Airport,264,Trip Completed,13-07-2016 20:33,13-07-2016,20:33:45,Evening,13-07-2016 21:34,13-07-2016,21:34:37,Night,01:00:52
4521,City,264,Trip Completed,14-07-2016 09:15,14-07-2016,09:15:54,Morning,14-07-2016 10:32,14-07-2016,10:32:27,Day,01:16:33
4977,City,264,Trip Completed,14-07-2016 18:44,14-07-2016,18:44:08,Evening,14-07-2016 19:24,14-07-2016,19:24:02,Evening,00:39:54
94,City,265,Trip Completed,11-07-2016 04:59,11-07-2016,04:59:00,Early Morning,11-07-2016 05:58,11-07-2016,05:58:00,Morning,00:59:00
1197,City,265,Trip Completed,11-07-2016 21:11,11-07-2016,21:11:00,Night,11-07-2016 22:01,11-07-2016,22:01:00,Night,00:50:00
1633,Airport,265,Trip Completed,12-07-2016 07:07,12-07-2016,07:07:00,Morning,12-07-2016 08:07,12-07-2016,08:07:00,Morning,01:00:00
1930,City,265,Trip Completed,12-07-2016 11:14,12-07-2016,11:14:00,Day,12-07-2016 12:13,12-07-2016,12:13:00,Day,00:59:00
6451,City,265,Trip Completed,15-07-2016 20:07,15-07-2016,20:07:23,Evening,15-07-2016 21:05,15-07-2016,21:05:28,Night,00:58:05
389,City,266,Trip Completed,11-07-2016 08:20,11-07-2016,08:20:00,Morning,11-07-2016 09:17,11-07-2016,09:17:00,Morning,00:57:00
712,Airport,266,Trip Completed,11-07-2016 14:31,11-07-2016,14:31:00,Day,11-07-2016 15:01,11-07-2016,15:01:00,Day,00:30:00
972,Airport,266,Trip Completed,11-07-2016 18:52,11-07-2016,18:52:00,Evening,11-07-2016 19:44,11-07-2016,19:44:00,Evening,00:52:00
1811,City,266,Trip Completed,12-07-2016 09:14,12-07-2016,09:14:00,Morning,12-07-2016 10:07,12-07-2016,10:07:00,Day,00:53:00
2126,City,266,Trip Completed,12-07-2016 16:52,12-07-2016,16:52:00,Day,12-07-2016 18:02,12-07-2016,18:02:00,Evening,01:10:00
3383,City,266,Trip Completed,13-07-2016 14:26,13-07-2016,14:26:01,Day,13-07-2016 15:07,13-07-2016,15:07:07,Day,00:41:06
3594,City,266,Trip Completed,13-07-2016 18:31,13-07-2016,18:31:35,Evening,13-07-2016 19:39,13-07-2016,19:39:13,Evening,01:07:38
4337,City,266,Trip Completed,14-07-2016 07:10,14-07-2016,07:10:55,Morning,14-07-2016 07:42,14-07-2016,07:42:17,Morning,00:31:22
4694,Airport,266,Trip Completed,14-07-2016 13:01,14-07-2016,13:01:58,Day,14-07-2016 13:38,14-07-2016,13:38:15,Day,00:36:17
5891,Airport,266,Trip Completed,15-07-2016 09:37,15-07-2016,09:37:46,Morning,15-07-2016 10:34,15-07-2016,10:34:23,Day,00:56:37
6035,Airport,266,Trip Completed,15-07-2016 12:59,15-07-2016,12:59:50,Day,15-07-2016 13:51,15-07-2016,13:51:26,Day,00:51:36
2604,City,267,Trip Completed,12-07-2016 22:05,12-07-2016,22:05:00,Night,12-07-2016 22:51,12-07-2016,22:51:00,Night,00:46:00
2761,City,267,Trip Completed,13-07-2016 03:55,13-07-2016,03:55:10,Early Morning,13-07-2016 05:06,13-07-2016,05:06:41,Morning,01:11:31
3496,Airport,267,Trip Completed,13-07-2016 17:37,13-07-2016,17:37:32,Evening,13-07-2016 18:33,13-07-2016,18:33:37,Evening,00:56:05
4950,City,267,Trip Completed,14-07-2016 18:29,14-07-2016,18:29:55,Evening,14-07-2016 19:24,14-07-2016,19:24:59,Evening,00:55:04
6762,Airport,267,Trip Completed,15-07-2016 00:07,15-07-2016,00:07:29,Early Morning,15-07-2016 00:52,15-07-2016,00:52:50,Early Morning,00:45:21
5825,Airport,267,Trip Completed,15-07-2016 08:54,15-07-2016,08:54:52,Morning,15-07-2016 09:52,15-07-2016,09:52:31,Morning,00:57:39
251,Airport,268,Trip Completed,11-07-2016 06:36,11-07-2016,06:36:00,Morning,11-07-2016 07:08,11-07-2016,07:08:00,Morning,00:32:00
618,City,268,Trip Completed,11-07-2016 12:01,11-07-2016,12:01:00,Day,11-07-2016 13:03,11-07-2016,13:03:00,Day,01:02:00
1595,Airport,268,Trip Completed,12-07-2016 06:34,12-07-2016,06:34:00,Morning,12-07-2016 07:10,12-07-2016,07:10:00,Morning,00:36:00
2087,Airport,268,Trip Completed,12-07-2016 15:49,12-07-2016,15:49:00,Day,12-07-2016 16:56,12-07-2016,16:56:00,Day,01:07:00
3334,Airport,268,Trip Completed,13-07-2016 12:35,13-07-2016,12:35:31,Day,13-07-2016 13:30,13-07-2016,13:30:18,Day,00:54:47
3950,City,268,Trip Completed,13-07-2016 22:41,13-07-2016,22:41:50,Night,13-07-2016 23:34,13-07-2016,23:34:24,Night,00:52:34
4378,City,268,Trip Completed,14-07-2016 07:36,14-07-2016,07:36:48,Morning,14-07-2016 08:22,14-07-2016,08:22:15,Morning,00:45:27
4714,City,268,Trip Completed,14-07-2016 13:30,14-07-2016,13:30:24,Day,14-07-2016 14:04,14-07-2016,14:04:20,Day,00:33:56
4777,City,268,Trip Completed,14-07-2016 16:21,14-07-2016,16:21:08,Day,14-07-2016 16:52,14-07-2016,16:52:28,Day,00:31:20
5619,Airport,268,Trip Completed,15-07-2016 06:30,15-07-2016,06:30:21,Morning,15-07-2016 07:39,15-07-2016,07:39:36,Morning,01:09:15
6649,Airport,268,Trip Completed,15-07-2016 22:07,15-07-2016,22:07:56,Night,15-07-2016 23:23,15-07-2016,23:23:44,Night,01:15:48
596,City,269,Trip Completed,11-07-2016 11:30,11-07-2016,11:30:00,Day,11-07-2016 12:28,11-07-2016,12:28:00,Day,00:58:00
910,Airport,269,Trip Completed,11-07-2016 18:21,11-07-2016,18:21:00,Evening,11-07-2016 19:01,11-07-2016,19:01:00,Evening,00:40:00
1751,Airport,269,Trip Completed,12-07-2016 08:39,12-07-2016,08:39:00,Morning,12-07-2016 09:29,12-07-2016,09:29:00,Morning,00:50:00
1952,City,269,Trip Completed,12-07-2016 11:30,12-07-2016,11:30:00,Day,12-07-2016 12:21,12-07-2016,12:21:00,Day,00:51:00
2814,City,269,Trip Completed,13-07-2016 05:09,13-07-2016,05:09:48,Morning,13-07-2016 06:08,13-07-2016,06:08:39,Morning,00:58:51
3425,City,269,Trip Completed,13-07-2016 15:52,13-07-2016,15:52:00,Day,13-07-2016 16:23,13-07-2016,16:23:36,Day,00:31:36
4525,Airport,269,Trip Completed,14-07-2016 09:27,14-07-2016,09:27:27,Morning,14-07-2016 10:18,14-07-2016,10:18:27,Day,00:51:00
4661,City,269,Trip Completed,14-07-2016 12:20,14-07-2016,12:20:51,Day,14-07-2016 12:57,14-07-2016,12:57:06,Day,00:36:15
5533,City,269,Trip Completed,15-07-2016 05:20,15-07-2016,05:20:37,Morning,15-07-2016 06:25,15-07-2016,06:25:46,Morning,01:05:09
6101,City,269,Trip Completed,15-07-2016 14:52,15-07-2016,14:52:02,Day,15-07-2016 16:03,15-07-2016,16:03:55,Day,01:11:53
95,Airport,270,Trip Completed,11-07-2016 04:54,11-07-2016,04:54:00,Early Morning,11-07-2016 06:03,11-07-2016,06:03:00,Morning,01:09:00
944,City,270,Trip Completed,11-07-2016 18:35,11-07-2016,18:35:00,Evening,11-07-2016 19:09,11-07-2016,19:09:00,Evening,00:34:00
1066,Airport,270,Trip Completed,11-07-2016 19:58,11-07-2016,19:58:00,Evening,11-07-2016 20:51,11-07-2016,20:51:00,Evening,00:53:00
1592,City,270,Trip Completed,12-07-2016 06:37,12-07-2016,06:37:00,Morning,12-07-2016 07:48,12-07-2016,07:48:00,Morning,01:11:00
2461,Airport,270,Trip Completed,12-07-2016 20:32,12-07-2016,20:32:00,Evening,12-07-2016 21:32,12-07-2016,21:32:00,Night,01:00:00
3039,Airport,270,Trip Completed,13-07-2016 07:34,13-07-2016,07:34:49,Morning,13-07-2016 08:14,13-07-2016,08:14:35,Morning,00:39:46
3768,City,270,Trip Completed,13-07-2016 20:39,13-07-2016,20:39:10,Evening,13-07-2016 21:24,13-07-2016,21:24:14,Night,00:45:04
4277,City,270,Trip Completed,14-07-2016 06:22,14-07-2016,06:22:48,Morning,14-07-2016 07:19,14-07-2016,07:19:20,Morning,00:56:32
4658,City,270,Trip Completed,14-07-2016 12:08,14-07-2016,12:08:47,Day,14-07-2016 13:05,14-07-2016,13:05:45,Day,00:56:58
6111,City,270,Trip Completed,15-07-2016 15:03,15-07-2016,15:03:22,Day,15-07-2016 16:15,15-07-2016,16:15:36,Day,01:12:14
559,City,271,Trip Completed,11-07-2016 10:14,11-07-2016,10:14:00,Day,11-07-2016 11:03,11-07-2016,11:03:00,Day,00:49:00
860,City,271,Trip Completed,11-07-2016 17:56,11-07-2016,17:56:00,Evening,11-07-2016 18:39,11-07-2016,18:39:00,Evening,00:43:00
1724,City,271,Trip Completed,12-07-2016 08:19,12-07-2016,08:19:00,Morning,12-07-2016 09:27,12-07-2016,09:27:00,Morning,01:08:00
4409,City,271,Trip Completed,14-07-2016 08:10,14-07-2016,08:10:55,Morning,14-07-2016 09:17,14-07-2016,09:17:44,Morning,01:06:49
5534,City,271,Trip Completed,15-07-2016 05:20,15-07-2016,05:20:08,Morning,15-07-2016 05:54,15-07-2016,05:54:26,Morning,00:34:18
5908,Airport,271,Trip Completed,15-07-2016 09:56,15-07-2016,09:56:21,Morning,15-07-2016 11:08,15-07-2016,11:08:19,Day,01:11:58
597,Airport,272,Trip Completed,11-07-2016 11:30,11-07-2016,11:30:00,Day,11-07-2016 12:12,11-07-2016,12:12:00,Day,00:42:00
1417,City,272,Trip Completed,12-07-2016 03:37,12-07-2016,03:37:00,Early Morning,12-07-2016 04:09,12-07-2016,04:09:00,Early Morning,00:32:00
1714,Airport,272,Trip Completed,12-07-2016 08:14,12-07-2016,08:14:00,Morning,12-07-2016 09:22,12-07-2016,09:22:00,Morning,01:08:00
1919,City,272,Trip Completed,12-07-2016 10:59,12-07-2016,10:59:00,Day,12-07-2016 12:13,12-07-2016,12:13:00,Day,01:14:00
3256,Airport,272,Trip Completed,13-07-2016 10:08,13-07-2016,10:08:03,Day,13-07-2016 10:48,13-07-2016,10:48:29,Day,00:40:26
5286,City,272,Trip Completed,14-07-2016 21:40,14-07-2016,21:40:48,Night,14-07-2016 22:28,14-07-2016,22:28:36,Night,00:47:48
